CAS,SMILES,Experimental value [log(L/kg)],NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,fr_COO,fr_COO2,fr_halogen,MolWt,MolLogP
99-99-0,O=[N+]([O-])c1ccc(cc1)C,0.913,1,2,3,1,52,0.437911866,43.14,37.8334,3.003400685,240.2879489,0,0,0,137.138,1.90322
100-00-5,O=[N+]([O-])c1ccc(cc1)Cl,1.618,1,2,4,1,52,0.463602103,43.14,38.1064,3.003400685,244.4296584,0,0,1,157.556,2.2482
100-01-6,O=[N+]([O-])c1ccc(N)cc1,0.69,1,3,4,1,52,0.359543609,69.16,37.5088,3.003400685,242.4296584,0,0,0,138.126,1.177
100-02-7,O=[N+]([O-])c1ccc(O)cc1,0.756,1,3,4,1,52,0.470728212,63.37,34.7612,3.003400685,241.6747709,0,0,0,139.11,1.3004
100-17-4,O=[N+]([O-])c1ccc(OC)cc1,0.779,1,3,4,2,58,0.478622896,52.37,39.6484,2.913801563,254.8931256,0,0,0,153.137,1.6034
100-25-4,O=[N+]([O-])c1ccc(cc1)[N+](=O)[O-],-0.397,1,4,6,2,62,0.494119263,86.28,39.7508,3.006149834,285.8248997,0,0,0,168.108,1.503
100-26-5,O=C(O)c1ncc(cc1)C(=O)O,0.355,1,3,5,2,62,0.668249894,87.49,38.1556,3.006149834,283.6831902,2,2,0,167.12,0.478
100-40-3,C=CC1CC=CCC1,2.252,0,0,0,1,44,0.452661716,0,36.678,2.371415796,100.6059378,0,0,0,108.184,2.5287
100-43-6,n1ccc(C=C)cc1,1.907,1,1,1,1,40,0.529593334,12.89,34.328,2.991046915,167.001517,0,0,0,105.14,1.7246
100-61-8,c1ccc(cc1)NC,0.664,1,1,1,1,42,0.575903194,12.03,35.9887,2.832085835,145.7328145,0,0,0,107.156,1.7283
101-02-0,O(c1ccccc1)P(Oc2ccccc2)Oc3ccccc3,2.394,3,3,4,6,110,0.56653707,27.69,88.13,1.753515631,575.805161,0,0,0,310.289,5.4503
101-14-4,Nc1ccc(cc1Cl)Cc2ccc(N)c(c2)Cl,2.407,2,2,4,2,88,0.813984512,52.04,74.5348,2.249182293,503.6108804,0,0,2,267.159,3.7486
101-53-1,Oc1ccc(cc1)Cc2ccccc2,1.465,2,1,1,2,70,0.76030453,20.23,57.3548,2.155110851,389.3405566,0,0,0,184.238,2.983
101-77-9,Nc1ccc(cc1)Cc2ccc(N)cc2,1.054,2,2,2,2,76,0.728077962,52.04,64.5148,2.146711376,385.5980617,0,0,0,198.269,2.4418
101-81-5,c1ccc(cc1)Cc2ccccc2,2.995,2,0,0,2,64,0.645200185,0,55.69,2.161475751,310.8124823,0,0,0,168.239,3.2774
101-84-8,O(c1ccccc1)c2ccccc2,2.637,2,1,1,2,64,0.670036385,9.23,52.958,2.161475751,315.8986487,0,0,0,170.211,3.4789
102-06-7,N=C(Nc1ccccc1)Nc2ccccc2,0.801,2,1,3,2,80,0.52759934,47.91,67.8561,1.952194148,407.6186271,0,0,0,211.268,3.14537
102-70-5,C=CCN(CC=C)CC=C,0.515,0,1,1,6,56,0.504881503,3.24,47.031,3.576187607,92.12223629,0,0,0,137.226,1.8464
102-71-6,OCCN(CCO)CCO,0.097,0,4,4,6,62,0.419530358,63.93,37.6974,3.295082116,55.74860596,0,0,0,149.19,-1.7347
103-44-6,O(C=C)CC(CC)CCCC,3.094,0,1,1,7,66,0.513455628,9.23,49.455,3.319819168,88.87356687,0,0,0,156.269,3.3629
103-50-4,O(Cc1ccccc1)Cc2ccccc2,2.518,2,1,1,4,76,0.73120069,9.23,61.377,1.809580758,341.098159,0,0,0,198.265,3.4034
103-69-5,c1ccc(cc1)NCC,0.993,1,1,1,2,48,0.631561834,12.03,40.6057,2.61489994,157.4784208,0,0,0,121.183,2.1184
103-83-3,c1ccc(cc1)CN(C)C,0.948,1,1,1,2,54,0.596821422,3.24,43.833,2.587287185,179.1795714,0,0,0,135.21,1.7482
104-40-5,Oc1ccc(cc1)CCCCCCCCC,2.546,1,1,1,8,90,0.630298106,20.23,69.8038,2.005636511,263.2683698,0,0,0,220.356,4.6853
104-88-1,O=Cc1ccc(cc1)Cl,0.32,1,1,2,1,46,0.546649589,17.07,36.8395,3.009781948,202.6610651,0,0,1,140.569,2.1525
105-05-5,c1cc(ccc1CC)CC,2.734,1,0,0,2,54,0.58312047,0,45.198,2.797251263,160.6982132,0,0,0,134.222,2.8114
106-37-6,c1cc(ccc1Br)Br,2.285,1,0,2,0,42,0.648140806,0,41.842,3.032455532,145.3883389,0,0,2,235.906,3.2116
106-41-2,Oc1ccc(cc1)Br,1.242,1,1,2,0,42,0.636683481,20.23,35.8068,3.032455532,147.3883389,0,0,1,173.009,2.1547
106-43-4,c1cc(ccc1C)Cl,1.836,1,0,1,0,42,0.501501666,0,36.189,3.032455532,143.2466295,0,0,1,126.586,2.64842
106-46-7,c1cc(ccc1Cl)Cl,2.67,1,0,2,0,42,0.528586339,0,36.462,3.032455532,145.3883389,0,0,2,147.004,2.9934
106-47-8,Nc1ccc(cc1)Cl,0.599,1,1,2,0,42,0.529786082,26.02,35.8644,3.032455532,147.3883389,0,0,1,127.574,1.9222
106-48-9,Oc1ccc(cc1)Cl,1.347,1,1,2,0,42,0.567107755,20.23,33.1168,3.032455532,147.3883389,0,0,1,128.558,2.0456
106-93-4,C(CBr)Br,0.674,0,0,2,1,26,0.549640042,0,27.588,1.974744871,6,0,0,2,187.862,1.7762
107-05-1,C=CCCl,0.295,0,0,1,1,24,0.327275949,0,20.917,2.296835262,17.2451125,0,0,1,76.526,1.4112
107-39-1,C=C(C)CC(C)(C)C,2.829,0,0,0,1,48,0.457318441,0,38.886,3.551252924,82.70165767,0,0,0,112.216,2.9987
108-36-1,c1cc(cc(c1)Br)Br,2.778,1,0,2,0,42,0.648140806,0,41.842,3.077660438,166.3883389,0,0,2,235.906,3.2116
108-42-9,Nc1cccc(c1)Cl,0.31,1,1,2,0,42,0.529786082,26.02,35.8644,3.077660438,168.3883389,0,0,1,127.574,1.9222
108-43-0,Oc1cccc(c1)Cl,1.083,1,1,2,0,42,0.567107755,20.23,33.1168,3.077660438,168.3883389,0,0,1,128.558,2.0456
108-45-2,Nc1cccc(N)c1,0.799,1,2,2,0,42,0.483927366,52.04,35.2668,3.077660438,166.3883389,0,0,0,108.144,0.851
108-60-1,O(C(C)CCl)C(C)CCl,0.962,0,1,3,4,56,0.589172514,9.23,41.449,3.223046904,60.07820003,0,0,2,171.067,2.2576
108-67-8,c1c(cc(cc1C)C)C,2.426,1,0,0,0,48,0.493392712,0,40.653,3.16567031,160.8005151,0,0,0,120.195,2.61186
108-70-3,c1c(cc(cc1Cl)Cl)Cl,3.306,1,0,3,0,48,0.573089121,0,41.472,3.16567031,169.0651777,0,0,3,181.449,3.6468
108-78-1,n1c(nc(nc1N)N)N,0.08,1,6,6,0,48,0.394014069,116.73,33.0642,3.16567031,169.0651777,0,0,0,126.123,-1.3818
108-80-5,Oc1nc(O)nc(O)n1,-0.651,1,6,6,0,48,0.414629403,99.36,24.8214,3.16567031,175.0651777,0,0,0,129.075,-1.0116
108-86-1,c1ccc(cc1)Br,1.434,1,0,1,0,36,0.542045009,0,34.142,3.02146531,134.1073697,0,0,1,157.01,2.4491
108-87-2,CC1CCCCC1,2.367,0,0,0,0,42,0.436569532,0,32.249,2.12291795,42,0,0,0,98.189,2.5866
108-90-7,c1ccc(cc1)Cl,1.356,1,0,1,0,36,0.483383326,0,31.452,3.02146531,134.1073697,0,0,1,112.559,2.34
108-95-2,Oc1ccccc1,0.551,1,1,1,0,36,0.514729545,20.23,28.1068,3.02146531,134.1073697,0,0,0,94.113,1.3922
109-09-1,n1ccccc1Cl,0.779,1,1,2,0,36,0.46725589,12.89,29.247,3.02146531,138.0075042,0,0,1,113.547,1.735
109-69-3,CCCCCl,1.213,0,0,1,2,32,0.457450189,0,25.628,2.190609687,11.11941548,0,0,1,92.569,2.0253
110-00-9,o1cccc1,0.345,1,1,1,0,26,0.446031488,13.14,18.708,3.125,60.12481811,0,0,0,68.075,1.2796
110-02-1,c1ccsc1,0.631,1,1,1,0,26,0.448926646,0,24.319,3.125,60.12481811,0,0,0,84.143,1.7481
110-30-5,O=C(NCCNC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC,0.319,0,2,4,35,250,0.071900789,58.2,185.1114,3.257847796,503.2124863,0,0,0,593.038,11.7418
110-82-7,C1CCCCC1,1.965,0,0,0,0,36,0.422316187,0,27.702,2,15.509775,0,0,0,84.162,2.3406
110-85-0,N1CCNCC1,0.228,0,2,2,0,36,0.402237247,24.06,25.7394,2,21.01955001,0,0,0,86.138,-0.8208
110-91-8,O1CCNCC1,-0.021,0,2,2,0,36,0.434057455,21.26,23.6887,2,23.01955001,0,0,0,87.122,-0.3938
110-98-5,OC(C)COCC(O)C,0.446,0,3,3,4,56,0.557820145,49.69,34.1806,2.914658626,53.32331253,0,0,0,134.175,-0.2354
111-40-0,NCCNCCN,0.338,0,3,3,4,44,0.379101286,64.07,30.9785,2.447472888,26.1158779,0,0,0,103.169,-1.5066
111-41-1,OCCNCCN,0.111,0,3,3,4,44,0.381452442,58.28,29.0099,2.447472888,28.8707654,0,0,0,104.153,-1.473
111-44-4,O(CCCl)CCCl,0.241,0,1,3,4,44,0.427404716,9.23,32.259,2.447472888,28.8707654,0,0,2,143.013,1.4806
111-84-2,CCCCCCCCC,3.15,0,0,0,6,56,0.47772438,0,43.667,2.595082707,33.30296891,0,0,0,128.259,3.7569
111-94-4,N#CCCNCCC#N,-0.331,0,3,3,4,48,0.550375604,59.61,33.3297,2.787167524,112.2188491,0,0,0,123.159,0.40336
112-40-3,CCCCCCCCCCCC,2.805,0,0,0,9,74,0.430464304,0,57.518,2.727242813,56.4385619,0,0,0,170.34,4.9272
112-41-4,C=CCCCCCCCCCC,3.4,0,0,0,9,72,0.34551355,0,57.424,2.766764626,84.03910002,0,0,0,168.324,4.7032
115-28-6,O=C(O)C1C(C(=O)O)C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl,-0.168,0,2,10,2,106,0.712062654,74.6,72.5886,2.83851855,486.8028748,2,2,6,388.845,3.2335
115-32-2,OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl,3.767,2,1,6,2,106,0.682416197,20.23,86.1928,2.622374711,540.9564824,0,0,5,370.49,5.5995
115-77-5,OCC(CO)(CO)CO,-0.037,0,4,4,4,56,0.358121252,80.92,30.7762,3.824684203,51.84847143,0,0,0,136.147,-2.058
115-96-8,O=P(OCCCl)(OCCCl)OCCCl,0.209,0,4,8,9,86,0.482541879,44.76,57.6225,3.965945885,151.9302269,0,0,3,285.491,2.8607
117-79-3,O=C1c3ccccc3(C(=O)c2cc(N)ccc12),1.586,2,3,3,0,82,0.593131634,60.16,64.1614,2.33049094,659.0218278,0,0,0,223.231,2.0442
117-81-7,O=C(OCC(CC)CCCC)c1ccccc1(C(=O)OCC(CC)CCCC),1.992,1,4,4,14,158,0.343308356,52.6,113.619,2.690590456,530.7228098,0,0,0,390.564,6.433
118-32-1,O=S(=O)(O)c2cc1ccc(O)cc1c(c2)S(=O)(=O)O,0,2,5,9,2,102,0.706659831,128.97,65.242,3.012908693,866.1314648,0,0,0,304.301,1.0388
118-44-5,c1ccc2c(c1)cccc2(NCC),2.371,2,1,1,2,66,0.730819524,12.03,58.1117,2.61387119,401.2897135,0,0,0,171.243,3.2716
118-74-1,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,4.21,1,0,6,0,66,0.429142859,0,56.502,3.603567451,226.3030902,0,0,6,284.784,5.607
118-79-6,Oc1c(cc(cc1Br)Br)Br,2.71,1,1,4,0,54,0.769105542,20.23,51.2068,3.310532875,236.1649959,0,0,3,330.801,3.6797
118-83-2,O=[N+]([O-])c1ccc(cc1C(F)(F)F)Cl,2.016,1,2,7,1,76,0.543774788,43.14,43.1084,3.377115813,377.6879236,0,0,4,225.553,3.267
118-91-2,O=C(O)c1ccccc1Cl,0.5,1,1,3,1,52,0.675780364,37.3,38.4113,3.152941447,257.5379489,1,1,1,156.568,2.0382
119-12-0,O=C1C=CC(=NN1c2ccccc2)OP(OCC)(OCC)=S,0.868,2,7,8,7,118,0.722391565,62.58,87.999,2.336142366,710.2828185,0,0,0,340.341,2.9088
119-33-5,O=[N+]([O-])c1cc(ccc1(O))C,0.962,1,3,4,1,58,0.491999925,63.37,39.4982,3.23220887,295.7372023,0,0,0,153.137,1.60882
119-47-1,Oc1c(cc(cc1C(C)(C)C)C)Cc2cc(cc(c2(O))C(C)(C)C)C,2.595,2,2,2,2,136,0.714220518,40.46,105.8936,2.584151697,719.7059188,0,0,0,340.507,5.90044
119-56-2,OC(c1ccccc1)c2ccc(cc2)Cl,1.843,2,1,2,2,76,0.819124093,20.23,61.9558,2.285395296,422.0487579,0,0,1,218.683,3.4217
119-61-9,O=C(c1ccccc1)c2ccccc2,0.931,2,1,1,2,68,0.652473287,17.07,56.3165,2.348637605,376.0032554,0,0,0,182.222,2.9176
119-64-2,c1ccc2c(c1)CCCC2,2.471,1,0,0,0,52,0.508629721,0,43.084,2.414292094,200.234849,0,0,0,132.206,2.5654
119-93-7,Nc1ccc(cc1C)c2ccc(N)c(c2)C,1.601,2,2,2,1,82,0.71339119,52.04,70.1768,2.502080374,480.7537052,0,0,0,212.296,3.13484
120-12-7,c1ccc2cc3ccccc3(cc2(c1)),3.251,3,0,0,0,66,0.456410247,0,61.454,2.523732645,488.7590986,0,0,0,178.234,3.993
120-52-5,O=C(ON=C2C=CC(=NOC(=O)c1ccccc1)C=C2)c3ccccc3,0.433,2,6,6,4,128,0.481886406,77.32,96.865,1.555301224,819.8420723,0,0,0,346.342,3.5384
120-54-7,C(N1CCCCC1)(=S)SSSSC(N2CCCCC2)=S,1.12,0,6,8,3,114,0.366980408,6.48,106.408,1.557365012,293.9092369,0,0,0,384.708,5.2058
120-71-8,O(c1ccc(cc1(N))C)C,0.82,1,2,2,1,54,0.596336025,35.25,42.1434,3.069982715,232.6992424,0,0,0,137.182,1.58582
120-78-5,n2c1ccccc1sc2SSC4=NC3CCCCC3S4,1.15,2,6,6,2,104,0.679810875,25.25,94.138,1.426353311,618.4162514,0,0,0,338.548,5.4506
120-82-1,c1cc(c(cc1Cl)Cl)Cl,3.047,1,0,3,0,48,0.536102155,0,41.472,3.17167803,219.5429995,0,0,3,181.449,3.6468
120-83-2,Oc1ccc(cc1Cl)Cl,1.883,1,1,3,0,48,0.622739722,20.23,38.1268,3.17167803,222.2978871,0,0,2,163.003,2.699
121-14-2,O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C,0.83,1,4,6,2,68,0.515043417,86.28,44.4878,3.267052212,374.7553336,0,0,0,182.135,1.81142
121-44-8,N(CC)(CC)CC,0.195,0,1,1,3,44,0.51837487,3.24,33.462,2.992302883,25.65148445,0,0,0,101.193,1.3481
121-69-7,c1ccc(cc1)N(C)C,1.022,1,1,1,1,48,0.546827449,3.24,40.769,2.848234051,167.1823264,0,0,0,121.183,1.7526
121-75-5,O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S,1.002,0,8,9,9,112,0.470197193,71.06,77.565,4.807810709,340.9115787,0,0,0,330.364,2.1218
121-92-6,O=C(O)c1cccc(c1)[N+](=O)[O-],0.351,1,3,5,2,62,0.531152287,80.44,40.0557,3.121805775,304.6831902,1,1,0,167.12,1.293
122-14-5,O=[N+]([O-])c1ccc(OP(OC)(OC)=S)cc1C,1.834,1,6,8,5,94,0.467954403,70.83,66.7644,2.989649487,470.4540594,0,0,0,277.238,2.79932
122-20-3,OC(C)CN(CC(O)C)CC(O)C,-0.733,0,4,4,6,80,0.52596835,63.93,51.4824,3.874273131,102.2537842,0,0,0,191.271,-0.5692
122-34-9,n1c(nc(nc1NCC)Cl)NCC,1.108,1,5,6,4,72,0.771063921,62.73,53.1644,2.828867284,253.3354537,0,0,1,201.661,1.3886
122-39-4,c1ccc(cc1)Nc2ccccc2,2.299,2,1,1,2,64,0.72580301,12.03,56.1667,2.161475751,315.8986487,0,0,0,169.227,3.4302
123-48-8,C(=C(C)CC(C)(C)C)C(C)(C)C,3.29,0,0,0,1,72,0.508528055,0,57.284,4.226502749,159.4577817,0,0,0,168.324,4.415
123-63-7,O1C(OC(OC1C)C)C,0.085,0,3,3,0,54,0.49342804,27.69,31.641,2.340851616,69.28421252,0,0,0,132.159,1.0878
123-91-1,O1CCOCC1,-0.268,0,2,2,0,36,0.41574925,18.46,21.638,2,21.01955001,0,0,0,88.106,0.0332
124-11-8,C=CCCCCCCC,3.181,0,0,0,6,54,0.377019649,0,43.573,2.663883887,55.05865003,0,0,0,126.243,3.5329
126-30-7,OCC(C)(C)CO,0.157,0,2,2,2,44,0.517276473,40.46,27.9526,3.360435143,44.04184398,0,0,0,104.149,-0.0028
126-33-0,O=S1(=O)(CCCC1),0.376,0,2,3,0,42,0.457203817,34.14,27.8878,2.762020468,133.07273,0,0,0,120.173,0.195
126-72-7,O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br,0.384,0,4,11,12,122,0.196485392,44.76,104.9895,4.448418226,254.81735,0,0,6,697.613,5.6195
126-73-8,O=P(OCCCC)(OCCCC)OCCCC,1.283,0,4,5,12,104,0.383904286,44.76,70.1865,3.998982973,175.398097,0,0,0,266.318,4.5446
127-18-4,C(=C(Cl)Cl)(Cl)Cl,1.838,0,0,4,0,36,0.517976402,0,30.438,3.675948765,55.61727061,0,0,4,165.834,3.0682
127-90-2,O(CC(C(Cl)(Cl)Cl)Cl)CC(C(Cl)(Cl)Cl)Cl,3.502,0,1,9,4,92,0.629291716,9.23,70.681,3.813249877,164.5513657,0,0,8,377.737,4.9582
128-37-0,Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C,3.199,1,1,1,0,90,0.690997218,20.23,70.2438,3.507848338,353.8715828,0,0,0,220.356,4.29562
128-86-9,O=C1c3c(O)c(cc(N)c3(C(=O)c2c(O)c(cc(N)c12)S(=O)(=O)O))S(=O)(=O)O,0.31,2,10,14,2,148,0.171837341,235.38,91.5326,2.497780271,1223.366307,0,0,0,430.372,-0.469
129-00-0,c1cc2ccc3cccc4ccc(c1)c2c34,2.747,4,0,0,0,74,0.365898569,0,70.146,2.505955689,666.6198058,0,0,0,202.256,4.584
129-43-1,O=C1c3ccccc3(C(=O)c2c(O)cccc12),2.374,2,3,3,0,82,0.636266313,54.37,61.4138,2.37409393,656.2669403,0,0,0,224.215,2.1676
131-09-9,O=C1c3ccccc3(C(=O)c2cc(ccc12)Cl),2.34,2,2,3,0,82,0.607025442,34.14,64.759,2.33049094,659.0218278,0,0,1,242.661,3.1154
131-57-7,O=C(c1ccccc1)c2ccc(OC)cc2(O),2.091,2,3,3,3,86,0.821283475,46.53,64.5333,2.382869011,532.4185153,0,0,0,228.247,2.6318
132-64-9,o2c1ccccc1c3ccccc23,3.189,3,1,1,0,62,0.499634915,13.14,53.72,2.64243826,512.8841359,0,0,0,168.195,3.586
132-65-0,c1ccc3c(c1)c2ccccc2s3,3.156,3,1,1,0,62,0.494058196,0,59.331,2.64243826,512.8841359,0,0,0,184.263,4.0545
134-32-7,Nc1cccc2ccccc12,1.485,2,1,1,0,54,0.562954441,26.02,48.3604,2.913161164,374.0344904,0,0,0,143.189,2.422
134-47-4,O=C(Nc1ccc2c(O)cc(cc2(c1))S(=O)(=O)O)Nc3ccc4c(O)cc(cc4(c3))S(=O)(=O)O,-0.23,4,7,13,4,176,0.225641759,190.33,123.4962,1.605142936,1573.737515,0,0,0,504.498,3.5416
134-62-3,O=C(c1cccc(c1)C)N(CC)CC,0.292,1,1,2,3,76,0.71840221,20.31,58.4305,2.880593865,315.8526974,0,0,0,191.274,2.47702
135-88-6,c1ccc(cc1)Nc2ccc3ccccc3(c2),2.388,3,1,1,2,82,0.664650917,12.03,73.6727,1.961246718,629.1061252,0,0,0,219.287,4.5834
137-26-8,C(N(C)C)(=S)SSC(N(C)C)=S,0.537,0,4,6,0,70,0.468860771,6.48,67.752,3.693483087,158.3868988,0,0,0,240.444,2.0608
141-93-5,c1cc(cc(c1)CC)CC,2.812,1,0,0,2,54,0.58312047,0,45.198,2.871145729,181.6982132,0,0,0,134.222,2.8114
142-96-1,O(CCCC)CCCC,1.912,0,1,1,6,56,0.5020749,9.23,40.635,2.595082707,37.83229392,0,0,0,130.231,2.6032
144-19-4,OCC(C)(C)C(O)C(C)C,-0.312,0,2,2,3,62,0.623825219,40.46,41.7116,4.034118241,97.43071362,0,0,0,146.23,1.0218
148-75-4,O=S(=O)(O)c1ccc2cc(O)c(cc2(c1))S(=O)(=O)O,0.3,2,5,9,2,102,0.706659831,128.97,65.242,2.832990252,866.1314648,0,0,0,304.301,1.0388
149-30-4,c1ccc2c(c1)NC(=S)S2,0.403,2,2,3,0,50,0.596342703,15.79,47.0097,3.007619547,362.8983534,0,0,0,167.258,2.95889
156-43-4,O(c1ccc(N)cc1)CC,0.521,1,2,2,2,54,0.629081495,35.25,42.0234,2.693803452,192.9174942,0,0,0,137.182,1.6675
198-55-0,c1cc2cccc3c5cccc4cccc(c(c1)c23)c45,2.38,5,0,0,0,92,0.243454184,0,87.652,2.317610822,917.0049697,0,0,0,252.316,5.7372
206-44-0,c1ccc2c(c1)c4cccc3cccc2c34,3.441,3,0,0,0,74,0.393925566,0,68.378,2.312996465,650.3101545,0,0,0,202.256,4.4872
208-96-8,c1cc2cccc3C=Cc(c1)c23,2.523,2,0,0,0,56,0.46321714,0,52.876,2.642726571,437.6123344,0,0,0,152.196,3.3236
217-59-4,c1ccc3c(c1)c2ccccc2c4ccccc34,2.41,4,0,0,0,84,0.365177813,0,78.96,2.46301237,651.5360736,0,0,0,228.294,5.1462
218-01-9,c1ccc2c(c1)ccc3c4ccccc4(ccc23),2.24,4,0,0,0,84,0.365177813,0,78.96,2.307638868,797.2526221,0,0,0,228.294,5.1462
05/06/2497,O=S(=O)(CC)CCSP(OCC)(OCC)=S,0.341,0,6,8,9,98,0.609953201,52.6,74.3228,4.184145756,318.1751244,0,0,0,306.411,2.4518
06/07/2497,O=S(CC)CCSP(OCC)(OCC)=S,0,0,5,7,9,92,0.610197864,35.53,73.5454,3.956058732,225.171784,0,0,0,290.412,2.7857
298-04-4,O(CC)P(OCC)(=S)SCCSCC,2.62,0,5,6,9,86,0.469025538,18.46,72.994,3.776797253,167.9693269,0,0,0,274.413,3.7702
226-36-8,n3c5ccc1ccccc1c5(cc4ccc2ccccc2c34),2.029,5,1,1,0,102,0.261785402,12.89,94.261,2.019425486,1076.666647,0,0,0,279.342,5.6944
07/03/2597,O=C(OCC)C(c1ccccc1)SP(OC)(OC)=S,1.9,1,6,7,7,106,0.565452212,44.76,81.71,3.00129928,444.3024221,0,0,0,320.372,3.5413
294-62-2,C1CCCCCCCCCCC1,3.978,0,0,0,0,72,0.492359857,0,55.404,2,43.01955001,0,0,0,168.324,4.6812
298-06-6,O(CC)P(OCC)(=S)S,0.199,0,3,5,4,56,0.536133453,18.46,46.523,3.576866225,107.1352628,0,0,0,186.238,2.2137
298-07-7,O=P(O)(OCC(CC)CCCC)OCC(CC)CCCC,0.599,0,3,5,14,128,0.425764491,55.76,88.3413,4.075382025,259.4505415,0,0,0,322.426,5.5528
306-52-5,O=P(O)(O)OCC(Cl)(Cl)Cl,0.078,0,2,8,2,62,0.555620528,66.76,38.2861,3.674084067,147.0719185,0,0,3,229.383,1.4659
311-89-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.299,0,1,28,9,242,0.175592587,3.24,64.527,8.210940789,792.3969022,0,0,27,671.085,8.5655
328-84-7,FC(F)(F)c1ccc(c(c1)Cl)Cl,3.176,1,0,5,0,66,0.612662971,0,41.464,3.138261336,293.1932295,0,0,5,215.001,4.0122
330-54-1,O=C(Nc1ccc(c(c1)Cl)Cl)N(C)C,0.737,1,1,5,1,76,0.793622037,32.34,59.1677,2.781208374,352.6652328,0,0,2,233.098,3.0869
330-55-2,O=C(Nc1ccc(c(c1)Cl)Cl)N(OC)C,1.29,1,2,6,2,82,0.818242164,41.57,60.2527,2.729689123,371.1300188,0,0,2,249.097,3.0185
333-41-5,n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C,1.75,1,6,7,7,108,0.717615875,53.47,79.023,2.990376565,458.2877596,0,0,0,304.352,3.58472
335-67-1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.12,0,1,17,6,150,0.653062667,37.3,43.3728,6.547079014,530.1396709,1,1,15,414.064,4.4451
346-10-1,O=C(Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1)C(Oc2ccc(cc2C(C)(C)CC)C(C)(C)CC)CC,0.489,2,4,13,12,240,0.164112196,87.66,149.0982,2.272738413,1324.073166,0,0,7,622.622,8.3349
355-46-4,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.6,0,2,17,5,140,0.567423484,54.37,42.3386,6.483931061,558.749156,0,0,13,400.112,3.5705
461-58-5,N#CNC(=N)N,-0.016,0,2,4,0,32,0.151385495,85.69,20.6628,3.127579952,88.21143267,0,0,0,84.082,-1.04945
462-08-8,n1cccc(N)c1,-0.188,1,2,2,0,36,0.512651003,38.91,28.6494,3.02146531,136.0075042,0,0,0,94.117,0.6638
475-03-6,c1cc2c(cc1C)CCCC2(C)C,3.33,1,0,0,0,70,0.563373016,0,57.143,2.526665265,320.8102371,0,0,0,174.287,3.60892
479-27-6,Nc1cccc2cccc(N)c12,0.749,2,2,2,0,60,0.576006396,52.04,52.7728,2.960941512,384.3581353,0,0,0,158.204,2.0042
482-89-3,O=C1c4ccccc4(NC1=C2Nc3ccccc3(C2(=O))),0.456,2,4,4,0,96,0.71669074,58.2,75.8164,1.845703673,738.129101,0,0,0,262.268,2.8148
488-23-3,c1cc(c(c(c1C)C)C)C,2.82,1,0,0,0,54,0.511479678,0,45.39,3.342153808,219.4603774,0,0,0,134.222,2.92028
493-02-7,C1CCC2CCCCC2(C1),3.52,0,0,0,0,58,0.481193197,0,43.916,1.925367734,80.60593782,0,0,0,138.254,3.3668
496-10-6,C1CCC2CCCC2(C1),2.91,0,0,0,0,52,0.465444535,0,39.299,1.969773194,84.21143267,0,0,0,124.227,2.9767
504-03-0,N1C(C)CCCC1C,0.199,0,1,1,0,48,0.502149264,12.03,35.9107,2.230637658,62.78707744,0,0,0,113.204,1.5369
504-24-5,n1ccc(N)cc1,0.224,1,2,2,0,36,0.512651003,38.91,28.6494,3.02146531,136.0075042,0,0,0,94.117,0.6638
504-29-0,n1ccccc1N,1.018,1,2,2,0,36,0.512651003,38.91,28.6494,3.02146531,136.0075042,0,0,0,94.117,0.6638
510-15-6,O=C(OCC)C(O)(c1ccc(cc1)Cl)c2ccc(cc2)Cl,2.728,2,3,5,4,110,0.870120696,46.53,82.5358,2.554539375,575.4752779,0,0,2,325.191,3.7924
512-56-1,O=P(OC)(OC)OC,-0.259,0,4,5,3,50,0.548996349,44.76,28.6335,3.791009813,82.43699516,0,0,0,140.075,1.0337
526-73-8,c1cc(c(c(c1)C)C)C,2.321,1,0,0,0,48,0.493392712,0,40.653,3.247834734,191.028337,0,0,0,120.195,2.61186
526-78-3,O=C(O)C(C(C(=O)O)Br)Br,0.43,0,2,6,3,58,0.74322493,74.6,40.7016,4.069511909,139.336581,2,2,2,275.88,0.6826
